WasdeNumber,ReportDate,ReportTitle,Attribute,ReliabilityProjection,Commodity,Region,MarketYear,ProjEstFlag,AnnualQuarterFlag,Value,Unit,ReleaseDate,ReleaseTime,ForecastYear,ForecastMonth
481,April 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2007/08,,Annual,19.21,Million 480 Pound Bales,2010-04-09,08:30:00.0000000,2010,4
481,April 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2008/09,Est.,Annual,12.82,Million 480 Pound Bales,2010-04-09,08:30:00.0000000,2010,4
481,April 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,Proj.,Annual,12.15,Million 480 Pound Bales,2010-04-09,08:30:00.0000000,2010,4
482,May 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2008/09,,Annual,12.82,Million 480 Pound Bales,2010-05-11,08:30:00.0000000,2010,5
482,May 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,Est.,Annual,12.19,Million 480 Pound Bales,2010-05-11,08:30:00.0000000,2010,5
482,May 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Proj.,Annual,16.7,Million 480 Pound Bales,2010-05-11,08:30:00.0000000,2010,5
483,June 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2008/09,,Annual,12.82,Million 480 Pound Bales,2010-06-10,08:30:00.0000000,2010,6
483,June 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,Est.,Annual,12.19,Million 480 Pound Bales,2010-06-10,08:30:00.0000000,2010,6
483,June 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Proj.,Annual,16.7,Million 480 Pound Bales,2010-06-10,08:30:00.0000000,2010,6
484,July 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2008/09,,Annual,12.82,Million 480 Pound Bales,2010-07-09,08:30:00.0000000,2010,7
484,July 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,Est.,Annual,12.19,Million 480 Pound Bales,2010-07-09,08:30:00.0000000,2010,7
484,July 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Proj.,Annual,18.3,Million 480 Pound Bales,2010-07-09,08:30:00.0000000,2010,7
485,August 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2008/09,,Annual,12.82,Million 480 Pound Bales,2010-08-12,08:30:00.0000000,2010,8
485,August 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,Est.,Annual,12.19,Million 480 Pound Bales,2010-08-12,08:30:00.0000000,2010,8
485,August 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Proj.,Annual,18.53,Million 480 Pound Bales,2010-08-12,08:30:00.0000000,2010,8
486,September 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2008/09,,Annual,12.82,Million 480 Pound Bales,2010-09-10,08:30:00.0000000,2010,9
486,September 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,Est.,Annual,12.19,Million 480 Pound Bales,2010-09-10,08:30:00.0000000,2010,9
486,September 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Proj.,Annual,18.84,Million 480 Pound Bales,2010-09-10,08:30:00.0000000,2010,9
487,October 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2008/09,,Annual,12.82,Million 480 Pound Bales,2010-10-08,08:30:00.0000000,2010,10
487,October 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,Est.,Annual,12.19,Million 480 Pound Bales,2010-10-08,08:30:00.0000000,2010,10
487,October 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Proj.,Annual,18.87,Million 480 Pound Bales,2010-10-08,08:30:00.0000000,2010,10
488,November 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2008/09,,Annual,12.82,Million 480 Pound Bales,2010-11-09,08:30:00.0000000,2010,11
488,November 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,Est.,Annual,12.19,Million 480 Pound Bales,2010-11-09,08:30:00.0000000,2010,11
488,November 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Proj.,Annual,18.42,Million 480 Pound Bales,2010-11-09,08:30:00.0000000,2010,11
489,December 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2008/09,,Annual,12.82,Million 480 Pound Bales,2010-12-10,08:30:00.0000000,2010,12
489,December 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,Est.,Annual,12.19,Million 480 Pound Bales,2010-12-10,08:30:00.0000000,2010,12
489,December 2010,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Proj.,Annual,18.27,Million 480 Pound Bales,2010-12-10,08:30:00.0000000,2010,12
490,January 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2008/09,,Annual,12.82,Million 480 Pound Bales,2011-01-12,08:30:00.0000000,2011,1
490,January 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,Est.,Annual,12.19,Million 480 Pound Bales,2011-01-12,08:30:00.0000000,2011,1
490,January 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Proj.,Annual,18.32,Million 480 Pound Bales,2011-01-12,08:30:00.0000000,2011,1
491,February 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2008/09,,Annual,12.82,Million 480 Pound Bales,2011-02-09,08:30:00.0000000,2011,2
491,February 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,Est.,Annual,12.19,Million 480 Pound Bales,2011-02-09,08:30:00.0000000,2011,2
491,February 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Proj.,Annual,18.32,Million 480 Pound Bales,2011-02-09,08:30:00.0000000,2011,2
492,March 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2008/09,,Annual,12.82,Million 480 Pound Bales,2011-03-10,08:30:00.0000000,2011,3
492,March 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,Est.,Annual,12.19,Million 480 Pound Bales,2011-03-10,08:30:00.0000000,2011,3
492,March 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Proj.,Annual,18.32,Million 480 Pound Bales,2011-03-10,08:30:00.0000000,2011,3
493,April 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2008/09,,Annual,12.82,Million 480 Pound Bales,2011-04-08,08:30:00.0000000,2011,4
493,April 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,Est.,Annual,12.19,Million 480 Pound Bales,2011-04-08,08:30:00.0000000,2011,4
493,April 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Proj.,Annual,18.1,Million 480 Pound Bales,2011-04-08,08:30:00.0000000,2011,4
494,May 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,,Annual,12.19,Million 480 Pound Bales,2011-05-11,08:30:00.0000000,2011,5
494,May 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Est.,Annual,18.1,Million 480 Pound Bales,2011-05-11,08:30:00.0000000,2011,5
494,May 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Proj.,Annual,18.0,Million 480 Pound Bales,2011-05-11,08:30:00.0000000,2011,5
495,June 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,,Annual,12.19,Million 480 Pound Bales,2011-06-09,08:30:00.0000000,2011,6
495,June 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Est.,Annual,18.1,Million 480 Pound Bales,2011-06-09,08:30:00.0000000,2011,6
495,June 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Proj.,Annual,17.0,Million 480 Pound Bales,2011-06-09,08:30:00.0000000,2011,6
496,July 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,,Annual,12.19,Million 480 Pound Bales,2011-07-12,08:30:00.0000000,2011,7
496,July 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Est.,Annual,18.1,Million 480 Pound Bales,2011-07-12,08:30:00.0000000,2011,7
496,July 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Proj.,Annual,16.0,Million 480 Pound Bales,2011-07-12,08:30:00.0000000,2011,7
497,August 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,,Annual,12.19,Million 480 Pound Bales,2011-08-11,08:30:00.0000000,2011,8
497,August 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Est.,Annual,18.1,Million 480 Pound Bales,2011-08-11,08:30:00.0000000,2011,8
497,August 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Proj.,Annual,16.55,Million 480 Pound Bales,2011-08-11,08:30:00.0000000,2011,8
498,September 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,,Annual,12.19,Million 480 Pound Bales,2011-09-12,08:30:00.0000000,2011,9
498,September 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Est.,Annual,18.1,Million 480 Pound Bales,2011-09-12,08:30:00.0000000,2011,9
498,September 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Proj.,Annual,16.56,Million 480 Pound Bales,2011-09-12,08:30:00.0000000,2011,9
499,October 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,,Annual,12.19,Million 480 Pound Bales,2011-10-12,08:30:00.0000000,2011,10
499,October 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Est.,Annual,18.1,Million 480 Pound Bales,2011-10-12,08:30:00.0000000,2011,10
499,October 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Proj.,Annual,16.61,Million 480 Pound Bales,2011-10-12,08:30:00.0000000,2011,10
500,November 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,,Annual,12.19,Million 480 Pound Bales,2011-11-09,08:30:00.0000000,2011,11
500,November 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Est.,Annual,18.1,Million 480 Pound Bales,2011-11-09,08:30:00.0000000,2011,11
500,November 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Proj.,Annual,16.3,Million 480 Pound Bales,2011-11-09,08:30:00.0000000,2011,11
501,December 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,,Annual,12.19,Million 480 Pound Bales,2011-12-09,08:30:00.0000000,2011,12
501,December 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Est.,Annual,18.1,Million 480 Pound Bales,2011-12-09,08:30:00.0000000,2011,12
501,December 2011,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Proj.,Annual,15.83,Million 480 Pound Bales,2011-12-09,08:30:00.0000000,2011,12
502,January 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,,Annual,12.19,Million 480 Pound Bales,2012-01-12,08:30:00.0000000,2012,1
502,January 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Est.,Annual,18.1,Million 480 Pound Bales,2012-01-12,08:30:00.0000000,2012,1
502,January 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Proj.,Annual,15.67,Million 480 Pound Bales,2012-01-12,08:30:00.0000000,2012,1
503,February 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,,Annual,12.19,Million 480 Pound Bales,2012-02-09,08:30:00.0000000,2012,2
503,February 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Est.,Annual,18.1,Million 480 Pound Bales,2012-02-09,08:30:00.0000000,2012,2
503,February 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Proj.,Annual,15.67,Million 480 Pound Bales,2012-02-09,08:30:00.0000000,2012,2
504,March 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,,Annual,12.19,Million 480 Pound Bales,2012-03-09,08:30:00.0000000,2012,3
504,March 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Est.,Annual,18.1,Million 480 Pound Bales,2012-03-09,08:30:00.0000000,2012,3
504,March 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Proj.,Annual,15.67,Million 480 Pound Bales,2012-03-09,08:30:00.0000000,2012,3
505,April 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2009/10,,Annual,12.19,Million 480 Pound Bales,2012-04-10,08:30:00.0000000,2012,4
505,April 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,Est.,Annual,18.1,Million 480 Pound Bales,2012-04-10,08:30:00.0000000,2012,4
505,April 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Proj.,Annual,15.56,Million 480 Pound Bales,2012-04-10,08:30:00.0000000,2012,4
506,May 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,,Annual,18.1,Million 480 Pound Bales,2012-05-10,08:30:00.0000000,2012,5
506,May 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Est.,Annual,15.57,Million 480 Pound Bales,2012-05-10,08:30:00.0000000,2012,5
506,May 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Proj.,Annual,17.0,Million 480 Pound Bales,2012-05-10,08:30:00.0000000,2012,5
507,June 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,,Annual,18.1,Million 480 Pound Bales,2012-06-12,08:30:00.0000000,2012,6
507,June 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Est.,Annual,15.57,Million 480 Pound Bales,2012-06-12,08:30:00.0000000,2012,6
507,June 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Proj.,Annual,17.0,Million 480 Pound Bales,2012-06-12,08:30:00.0000000,2012,6
508,July 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,,Annual,18.1,Million 480 Pound Bales,2012-07-11,08:30:00.0000000,2012,7
508,July 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Est.,Annual,15.57,Million 480 Pound Bales,2012-07-11,08:30:00.0000000,2012,7
508,July 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Proj.,Annual,17.0,Million 480 Pound Bales,2012-07-11,08:30:00.0000000,2012,7
509,August 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,,Annual,18.1,Million 480 Pound Bales,2012-08-10,08:30:00.0000000,2012,8
509,August 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Est.,Annual,15.57,Million 480 Pound Bales,2012-08-10,08:30:00.0000000,2012,8
509,August 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Proj.,Annual,17.65,Million 480 Pound Bales,2012-08-10,08:30:00.0000000,2012,8
510,September 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,,Annual,18.1,Million 480 Pound Bales,2012-09-12,08:30:00.0000000,2012,9
510,September 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Est.,Annual,15.57,Million 480 Pound Bales,2012-09-12,08:30:00.0000000,2012,9
510,September 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Proj.,Annual,17.11,Million 480 Pound Bales,2012-09-12,08:30:00.0000000,2012,9
511,October 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,,Annual,18.1,Million 480 Pound Bales,2012-10-11,08:30:00.0000000,2012,10
511,October 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Est.,Annual,15.57,Million 480 Pound Bales,2012-10-11,08:30:00.0000000,2012,10
511,October 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Proj.,Annual,17.29,Million 480 Pound Bales,2012-10-11,08:30:00.0000000,2012,10
512,November 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,,Annual,18.1,Million 480 Pound Bales,2012-11-09,08:30:00.0000000,2012,11
512,November 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Est.,Annual,15.57,Million 480 Pound Bales,2012-11-09,08:30:00.0000000,2012,11
512,November 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Proj.,Annual,17.45,Million 480 Pound Bales,2012-11-09,08:30:00.0000000,2012,11
513,December 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,,Annual,18.1,Million 480 Pound Bales,2012-12-11,08:30:00.0000000,2012,12
513,December 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Est.,Annual,15.57,Million 480 Pound Bales,2012-12-11,08:30:00.0000000,2012,12
513,December 2012,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Proj.,Annual,17.26,Million 480 Pound Bales,2012-12-11,08:30:00.0000000,2012,12
514,January 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,,Annual,18.1,Million 480 Pound Bales,2013-01-11,12:00:00.0000000,2013,1
514,January 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Est.,Annual,15.57,Million 480 Pound Bales,2013-01-11,12:00:00.0000000,2013,1
514,January 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Proj.,Annual,17.01,Million 480 Pound Bales,2013-01-11,12:00:00.0000000,2013,1
515,February 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,,Annual,18.1,Million 480 Pound Bales,2013-02-08,12:00:00.0000000,2013,2
515,February 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Est.,Annual,15.57,Million 480 Pound Bales,2013-02-08,12:00:00.0000000,2013,2
515,February 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Proj.,Annual,17.01,Million 480 Pound Bales,2013-02-08,12:00:00.0000000,2013,2
516,March 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,,Annual,18.1,Million 480 Pound Bales,2013-03-08,12:00:00.0000000,2013,3
516,March 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Est.,Annual,15.57,Million 480 Pound Bales,2013-03-08,12:00:00.0000000,2013,3
516,March 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Proj.,Annual,17.01,Million 480 Pound Bales,2013-03-08,12:00:00.0000000,2013,3
517,April 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2010/011,,Annual,18.1,Million 480 Pound Bales,2013-04-10,12:00:00.0000000,2013,4
517,April 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,Est.,Annual,15.57,Million 480 Pound Bales,2013-04-10,12:00:00.0000000,2013,4
517,April 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Proj.,Annual,17.29,Million 480 Pound Bales,2013-04-10,12:00:00.0000000,2013,4
518,May 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,,Annual,15.57,Million 480 Pound Bales,2013-05-10,12:00:00.0000000,2013,5
518,May 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Est.,Annual,17.32,Million 480 Pound Bales,2013-05-10,12:00:00.0000000,2013,5
518,May 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/014,Proj.,Annual,14.0,Million 480 Pound Bales,2013-05-10,12:00:00.0000000,2013,5
519,June 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,,Annual,15.57,Million 480 Pound Bales,2013-06-12,12:00:00.0000000,2013,6
519,June 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Est.,Annual,17.32,Million 480 Pound Bales,2013-06-12,12:00:00.0000000,2013,6
519,June 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/014,Proj.,Annual,13.5,Million 480 Pound Bales,2013-06-12,12:00:00.0000000,2013,6
520,July 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,,Annual,15.57,Million 480 Pound Bales,2013-07-11,12:00:00.0000000,2013,7
520,July 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Est.,Annual,17.32,Million 480 Pound Bales,2013-07-11,12:00:00.0000000,2013,7
520,July 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/014,Proj.,Annual,13.5,Million 480 Pound Bales,2013-07-11,12:00:00.0000000,2013,7
521,August 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,,Annual,15.57,Million 480 Pound Bales,2013-08-12,12:00:00.0000000,2013,8
521,August 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Est.,Annual,17.32,Million 480 Pound Bales,2013-08-12,12:00:00.0000000,2013,8
521,August 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/014,Proj.,Annual,13.05,Million 480 Pound Bales,2013-08-12,12:00:00.0000000,2013,8
522,September 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/012,,Annual,15.57,Million 480 Pound Bales,2013-09-12,12:00:00.0000000,2013,9
522,September 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/013,Est.,Annual,17.32,Million 480 Pound Bales,2013-09-12,12:00:00.0000000,2013,9
522,September 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/014,Proj.,Annual,12.9,Million 480 Pound Bales,2013-09-12,12:00:00.0000000,2013,9
523,November 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/12,,Annual,15.57,Million 480 Pound Bales,2013-11-08,12:00:00.0000000,2013,11
523,November 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,Est.,Annual,17.32,Million 480 Pound Bales,2013-11-08,12:00:00.0000000,2013,11
523,November 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Proj.,Annual,13.11,Million 480 Pound Bales,2013-11-08,12:00:00.0000000,2013,11
524,December 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/12,,Annual,15.57,Million 480 Pound Bales,2013-12-10,12:00:00.0000000,2013,12
524,December 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,Est.,Annual,17.32,Million 480 Pound Bales,2013-12-10,12:00:00.0000000,2013,12
524,December 2013,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Proj.,Annual,13.07,Million 480 Pound Bales,2013-12-10,12:00:00.0000000,2013,12
525,January 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/12,,Annual,15.57,Million 480 Pound Bales,2014-01-10,12:00:00.0000000,2014,1
525,January 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,Est.,Annual,17.32,Million 480 Pound Bales,2014-01-10,12:00:00.0000000,2014,1
525,January 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Proj.,Annual,13.19,Million 480 Pound Bales,2014-01-10,12:00:00.0000000,2014,1
526,February 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/12,,Annual,15.57,Million 480 Pound Bales,2014-02-10,12:00:00.0000000,2014,2
526,February 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,Est.,Annual,17.32,Million 480 Pound Bales,2014-02-10,12:00:00.0000000,2014,2
526,February 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Proj.,Annual,13.19,Million 480 Pound Bales,2014-02-10,12:00:00.0000000,2014,2
527,March 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/12,,Annual,15.57,Million 480 Pound Bales,2014-03-10,12:00:00.0000000,2014,3
527,March 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,Est.,Annual,17.32,Million 480 Pound Bales,2014-03-10,12:00:00.0000000,2014,3
