WasdeNumber,ReportDate,ReportTitle,Attribute,ReliabilityProjection,Commodity,Region,MarketYear,ProjEstFlag,AnnualQuarterFlag,Value,Unit,ReleaseDate,ReleaseTime,ForecastYear,ForecastMonth
527,March 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Proj.,Annual,13.19,Million 480 Pound Bales,2014-03-10,12:00:00.0000000,2014,3
528,April 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2011/12,,Annual,15.57,Million 480 Pound Bales,2014-04-09,12:00:00.0000000,2014,4
528,April 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,Est.,Annual,17.32,Million 480 Pound Bales,2014-04-09,12:00:00.0000000,2014,4
528,April 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Proj.,Annual,12.87,Million 480 Pound Bales,2014-04-09,12:00:00.0000000,2014,4
529,May 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,,Annual,17.32,Million 480 Pound Bales,2014-05-09,12:00:00.0000000,2014,5
529,May 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Est.,Annual,12.91,Million 480 Pound Bales,2014-05-09,12:00:00.0000000,2014,5
529,May 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Proj.,Annual,14.5,Million 480 Pound Bales,2014-05-09,12:00:00.0000000,2014,5
530,June 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,,Annual,17.32,Million 480 Pound Bales,2014-06-11,12:00:00.0000000,2014,6
530,June 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Est.,Annual,12.91,Million 480 Pound Bales,2014-06-11,12:00:00.0000000,2014,6
530,June 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Proj.,Annual,15.0,Million 480 Pound Bales,2014-06-11,12:00:00.0000000,2014,6
531,July 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,,Annual,17.32,Million 480 Pound Bales,2014-07-11,12:00:00.0000000,2014,7
531,July 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Est.,Annual,12.91,Million 480 Pound Bales,2014-07-11,12:00:00.0000000,2014,7
531,July 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Proj.,Annual,16.5,Million 480 Pound Bales,2014-07-11,12:00:00.0000000,2014,7
532,August 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,,Annual,17.32,Million 480 Pound Bales,2014-08-12,12:00:00.0000000,2014,8
532,August 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Est.,Annual,12.91,Million 480 Pound Bales,2014-08-12,12:00:00.0000000,2014,8
532,August 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Proj.,Annual,17.5,Million 480 Pound Bales,2014-08-12,12:00:00.0000000,2014,8
533,September 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,,Annual,17.32,Million 480 Pound Bales,2014-09-11,12:00:00.0000000,2014,9
533,September 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Est.,Annual,12.91,Million 480 Pound Bales,2014-09-11,12:00:00.0000000,2014,9
533,September 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Proj.,Annual,16.54,Million 480 Pound Bales,2014-09-11,12:00:00.0000000,2014,9
534,October 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,,Annual,17.32,Million 480 Pound Bales,2014-10-10,12:00:00.0000000,2014,10
534,October 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Est.,Annual,12.91,Million 480 Pound Bales,2014-10-10,12:00:00.0000000,2014,10
534,October 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Proj.,Annual,16.26,Million 480 Pound Bales,2014-10-10,12:00:00.0000000,2014,10
535,November 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,,Annual,17.31,Million 480 Pound Bales,2014-11-10,12:00:00.0000000,2014,11
535,November 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Est.,Annual,12.91,Million 480 Pound Bales,2014-11-10,12:00:00.0000000,2014,11
535,November 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Proj.,Annual,16.4,Million 480 Pound Bales,2014-11-10,12:00:00.0000000,2014,11
536,December 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,,Annual,17.31,Million 480 Pound Bales,2014-12-10,12:00:00.0000000,2014,12
536,December 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Est.,Annual,12.91,Million 480 Pound Bales,2014-12-10,12:00:00.0000000,2014,12
536,December 2014,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Proj.,Annual,15.92,Million 480 Pound Bales,2014-12-10,12:00:00.0000000,2014,12
537,January 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,,Annual,17.31,Million 480 Pound Bales,2015-01-12,12:00:00.0000000,2015,1
537,January 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Est.,Annual,12.91,Million 480 Pound Bales,2015-01-12,12:00:00.0000000,2015,1
537,January 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Proj.,Annual,16.08,Million 480 Pound Bales,2015-01-12,12:00:00.0000000,2015,1
538,February 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,,Annual,17.31,Million 480 Pound Bales,2015-02-10,12:00:00.0000000,2015,2
538,February 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Est.,Annual,12.91,Million 480 Pound Bales,2015-02-10,12:00:00.0000000,2015,2
538,February 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Proj.,Annual,16.08,Million 480 Pound Bales,2015-02-10,12:00:00.0000000,2015,2
539,March 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,,Annual,17.31,Million 480 Pound Bales,2015-03-10,12:00:00.0000000,2015,3
539,March 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Est.,Annual,12.91,Million 480 Pound Bales,2015-03-10,12:00:00.0000000,2015,3
539,March 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Proj.,Annual,16.08,Million 480 Pound Bales,2015-03-10,12:00:00.0000000,2015,3
540,April 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2012/13,,Annual,17.31,Million 480 Pound Bales,2015-04-09,12:00:00.0000000,2015,4
540,April 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,Est.,Annual,12.91,Million 480 Pound Bales,2015-04-09,12:00:00.0000000,2015,4
540,April 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Proj.,Annual,16.3,Million 480 Pound Bales,2015-04-09,12:00:00.0000000,2015,4
541,May 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,,Annual,12.91,Million 480 Pound Bales,2015-05-12,12:00:00.0000000,2015,5
541,May 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Est.,Annual,16.32,Million 480 Pound Bales,2015-05-12,12:00:00.0000000,2015,5
541,May 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Proj.,Annual,14.5,Million 480 Pound Bales,2015-05-12,12:00:00.0000000,2015,5
542,June 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,,Annual,12.91,Million 480 Pound Bales,2015-06-10,12:00:00.0000000,2015,6
542,June 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Est.,Annual,16.32,Million 480 Pound Bales,2015-06-10,12:00:00.0000000,2015,6
542,June 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Proj.,Annual,14.5,Million 480 Pound Bales,2015-06-10,12:00:00.0000000,2015,6
543,July 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,,Annual,12.91,Million 480 Pound Bales,2015-07-10,12:00:00.0000000,2015,7
543,July 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Est.,Annual,16.32,Million 480 Pound Bales,2015-07-10,12:00:00.0000000,2015,7
543,July 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Proj.,Annual,14.5,Million 480 Pound Bales,2015-07-10,12:00:00.0000000,2015,7
544,August 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,,Annual,12.91,Million 480 Pound Bales,2015-08-12,12:00:00.0000000,2015,8
544,August 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Est.,Annual,16.32,Million 480 Pound Bales,2015-08-12,12:00:00.0000000,2015,8
544,August 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Proj.,Annual,13.08,Million 480 Pound Bales,2015-08-12,12:00:00.0000000,2015,8
545,September 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,,Annual,12.91,Million 480 Pound Bales,2015-09-11,12:00:00.0000000,2015,9
545,September 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Est.,Annual,16.32,Million 480 Pound Bales,2015-09-11,12:00:00.0000000,2015,9
545,September 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Proj.,Annual,13.43,Million 480 Pound Bales,2015-09-11,12:00:00.0000000,2015,9
546,October 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,,Annual,12.91,Million 480 Pound Bales,2015-10-09,12:00:00.0000000,2015,10
546,October 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Est.,Annual,16.32,Million 480 Pound Bales,2015-10-09,12:00:00.0000000,2015,10
546,October 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Proj.,Annual,13.34,Million 480 Pound Bales,2015-10-09,12:00:00.0000000,2015,10
547,November 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,,Annual,12.91,Million 480 Pound Bales,2015-11-10,12:00:00.0000000,2015,11
547,November 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Est.,Annual,16.32,Million 480 Pound Bales,2015-11-10,12:00:00.0000000,2015,11
547,November 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Proj.,Annual,13.28,Million 480 Pound Bales,2015-11-10,12:00:00.0000000,2015,11
548,December 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,,Annual,12.91,Million 480 Pound Bales,2015-12-09,12:00:00.0000000,2015,12
548,December 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Est.,Annual,16.32,Million 480 Pound Bales,2015-12-09,12:00:00.0000000,2015,12
548,December 2015,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Proj.,Annual,13.03,Million 480 Pound Bales,2015-12-09,12:00:00.0000000,2015,12
549,January 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,,Annual,12.91,Million 480 Pound Bales,2016-01-12,12:00:00.0000000,2016,1
549,January 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Est.,Annual,16.32,Million 480 Pound Bales,2016-01-12,12:00:00.0000000,2016,1
549,January 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Proj.,Annual,12.94,Million 480 Pound Bales,2016-01-12,12:00:00.0000000,2016,1
550,February 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,,Annual,12.91,Million 480 Pound Bales,2016-02-09,12:00:00.0000000,2016,2
550,February 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Est.,Annual,16.32,Million 480 Pound Bales,2016-02-09,12:00:00.0000000,2016,2
550,February 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Proj.,Annual,12.94,Million 480 Pound Bales,2016-02-09,12:00:00.0000000,2016,2
551,March 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,,Annual,12.91,Million 480 Pound Bales,2016-03-09,12:00:00.0000000,2016,3
551,March 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Est.,Annual,16.32,Million 480 Pound Bales,2016-03-09,12:00:00.0000000,2016,3
551,March 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Proj.,Annual,12.94,Million 480 Pound Bales,2016-03-09,12:00:00.0000000,2016,3
552,April 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2013/14,,Annual,12.91,Million 480 Pound Bales,2016-04-12,12:00:00.0000000,2016,4
552,April 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,Est.,Annual,16.32,Million 480 Pound Bales,2016-04-12,12:00:00.0000000,2016,4
552,April 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Proj.,Annual,12.87,Million 480 Pound Bales,2016-04-12,12:00:00.0000000,2016,4
553,May 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,,Annual,16.32,Million 480 Pound Bales,2016-05-10,12:00:00.0000000,2016,5
553,May 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Est.,Annual,12.89,Million 480 Pound Bales,2016-05-10,12:00:00.0000000,2016,5
553,May 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Proj.,Annual,14.8,Million 480 Pound Bales,2016-05-10,12:00:00.0000000,2016,5
554,June 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,,Annual,16.32,Million 480 Pound Bales,2016-06-10,12:00:00.0000000,2016,6
554,June 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Est.,Annual,12.89,Million 480 Pound Bales,2016-06-10,12:00:00.0000000,2016,6
554,June 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Proj.,Annual,14.8,Million 480 Pound Bales,2016-06-10,12:00:00.0000000,2016,6
555,July 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,,Annual,16.32,Million 480 Pound Bales,2016-07-12,12:00:00.0000000,2016,7
555,July 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Est.,Annual,12.89,Million 480 Pound Bales,2016-07-12,12:00:00.0000000,2016,7
555,July 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Proj.,Annual,15.8,Million 480 Pound Bales,2016-07-12,12:00:00.0000000,2016,7
556,August 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,,Annual,16.32,Million 480 Pound Bales,2016-08-12,12:00:00.0000000,2016,8
556,August 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Est.,Annual,12.89,Million 480 Pound Bales,2016-08-12,12:00:00.0000000,2016,8
556,August 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Proj.,Annual,15.88,Million 480 Pound Bales,2016-08-12,12:00:00.0000000,2016,8
557,September 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,,Annual,16.32,Million 480 Pound Bales,2016-09-12,12:00:00.0000000,2016,9
557,September 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Est.,Annual,12.89,Million 480 Pound Bales,2016-09-12,12:00:00.0000000,2016,9
557,September 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Proj.,Annual,16.14,Million 480 Pound Bales,2016-09-12,12:00:00.0000000,2016,9
558,October 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,,Annual,16.32,Million 480 Pound Bales,2016-10-12,12:00:00.0000000,2016,10
558,October 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Est.,Annual,12.89,Million 480 Pound Bales,2016-10-12,12:00:00.0000000,2016,10
558,October 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Proj.,Annual,16.03,Million 480 Pound Bales,2016-10-12,12:00:00.0000000,2016,10
559,November 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,,Annual,16.32,Million 480 Pound Bales,2016-11-09,12:00:00.0000000,2016,11
559,November 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Est.,Annual,12.89,Million 480 Pound Bales,2016-11-09,12:00:00.0000000,2016,11
559,November 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Proj.,Annual,16.16,Million 480 Pound Bales,2016-11-09,12:00:00.0000000,2016,11
560,December 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,,Annual,16.32,Million 480 Pound Bales,2016-12-09,12:00:00.0000000,2016,12
560,December 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Est.,Annual,12.89,Million 480 Pound Bales,2016-12-09,12:00:00.0000000,2016,12
560,December 2016,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Proj.,Annual,16.52,Million 480 Pound Bales,2016-12-09,12:00:00.0000000,2016,12
561,January 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,,Annual,16.32,Million 480 Pound Bales,2017-01-12,12:00:00.0000000,2017,1
561,January 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Est.,Annual,12.89,Million 480 Pound Bales,2017-01-12,12:00:00.0000000,2017,1
561,January 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Proj.,Annual,16.96,Million 480 Pound Bales,2017-01-12,12:00:00.0000000,2017,1
562,February 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,,Annual,16.32,Million 480 Pound Bales,2017-02-09,12:00:00.0000000,2017,2
562,February 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Est.,Annual,12.89,Million 480 Pound Bales,2017-02-09,12:00:00.0000000,2017,2
562,February 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Proj.,Annual,16.96,Million 480 Pound Bales,2017-02-09,12:00:00.0000000,2017,2
563,March 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,,Annual,16.32,Million 480 Pound Bales,2017-03-09,12:00:00.0000000,2017,3
563,March 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Est.,Annual,12.89,Million 480 Pound Bales,2017-03-09,12:00:00.0000000,2017,3
563,March 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Proj.,Annual,17.23,Million 480 Pound Bales,2017-03-09,12:00:00.0000000,2017,3
564,April 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2014/15,,Annual,16.32,Million 480 Pound Bales,2017-04-11,12:00:00.0000000,2017,4
564,April 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,Est.,Annual,12.89,Million 480 Pound Bales,2017-04-11,12:00:00.0000000,2017,4
564,April 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Proj.,Annual,17.23,Million 480 Pound Bales,2017-04-11,12:00:00.0000000,2017,4
565,May 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,,Annual,12.89,Million 480 Pound Bales,2017-05-10,12:00:00.0000000,2017,5
565,May 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Est.,Annual,17.17,Million 480 Pound Bales,2017-05-10,12:00:00.0000000,2017,5
565,May 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2017/18,Proj.,Annual,19.2,Million 480 Pound Bales,2017-05-10,12:00:00.0000000,2017,5
566,June 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,,Annual,12.89,Million 480 Pound Bales,2017-06-09,12:00:00.0000000,2017,6
566,June 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Est.,Annual,17.17,Million 480 Pound Bales,2017-06-09,12:00:00.0000000,2017,6
566,June 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2017/18,Proj.,Annual,19.2,Million 480 Pound Bales,2017-06-09,12:00:00.0000000,2017,6
567,July 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,,Annual,12.89,Million 480 Pound Bales,2017-07-12,12:00:00.0000000,2017,7
567,July 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Est.,Annual,17.17,Million 480 Pound Bales,2017-07-12,12:00:00.0000000,2017,7
567,July 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2017/18,Proj.,Annual,19.0,Million 480 Pound Bales,2017-07-12,12:00:00.0000000,2017,7
568,August 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,,Annual,12.89,Million 480 Pound Bales,2017-08-10,12:00:00.0000000,2017,8
568,August 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Est.,Annual,17.17,Million 480 Pound Bales,2017-08-10,12:00:00.0000000,2017,8
568,August 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2017/18,Proj.,Annual,20.55,Million 480 Pound Bales,2017-08-10,12:00:00.0000000,2017,8
569,September 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,,Annual,12.89,Million 480 Pound Bales,2017-09-12,12:00:00.0000000,2017,9
569,September 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Est.,Annual,17.17,Million 480 Pound Bales,2017-09-12,12:00:00.0000000,2017,9
569,September 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2017/18,Proj.,Annual,21.76,Million 480 Pound Bales,2017-09-12,12:00:00.0000000,2017,9
570,October 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,,Annual,12.89,Million 480 Pound Bales,2017-10-12,12:00:00.0000000,2017,10
570,October 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Est.,Annual,17.17,Million 480 Pound Bales,2017-10-12,12:00:00.0000000,2017,10
570,October 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2017/18,Proj.,Annual,21.12,Million 480 Pound Bales,2017-10-12,12:00:00.0000000,2017,10
571,November 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,,Annual,12.89,Million 480 Pound Bales,2017-11-09,12:00:00.0000000,2017,11
571,November 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Est.,Annual,17.17,Million 480 Pound Bales,2017-11-09,12:00:00.0000000,2017,11
571,November 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2017/18,Proj.,Annual,21.38,Million 480 Pound Bales,2017-11-09,12:00:00.0000000,2017,11
572,December 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,,Annual,12.89,Million 480 Pound Bales,2017-12-12,12:00:00.0000000,2017,12
572,December 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Est.,Annual,17.17,Million 480 Pound Bales,2017-12-12,12:00:00.0000000,2017,12
572,December 2017,U.S. Cotton Supply and Use,Production,,Cotton,United States,2017/18,Proj.,Annual,21.44,Million 480 Pound Bales,2017-12-12,12:00:00.0000000,2017,12
573,January 2018,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,,Annual,12.89,Million 480 Pound Bales,2018-01-12,12:00:00.0000000,2018,1
573,January 2018,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Est.,Annual,17.17,Million 480 Pound Bales,2018-01-12,12:00:00.0000000,2018,1
573,January 2018,U.S. Cotton Supply and Use,Production,,Cotton,United States,2017/18,Proj.,Annual,21.26,Million 480 Pound Bales,2018-01-12,12:00:00.0000000,2018,1
574,February 2018,U.S. Cotton Supply and Use,Production,,Cotton,United States,2015/16,,Annual,12.89,Million 480 Pound Bales,2018-02-08,12:00:00.0000000,2018,2
574,February 2018,U.S. Cotton Supply and Use,Production,,Cotton,United States,2016/17,Est.,Annual,17.17,Million 480 Pound Bales,2018-02-08,12:00:00.0000000,2018,2
574,February 2018,U.S. Cotton Supply and Use,Production,,Cotton,United States,2017/18,Proj.,Annual,21.26,Million 480 Pound Bales,2018-02-08,12:00:00.0000000,2018,2
